name,wins,losses,height_cm,weight_in_kg,reach_in_cm,stance,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,lightweight,welterweight,middleweight,light-heavyweight,wins_to_losses_ratio
Davi Ramos,10,4,0.8684210526315789,0.9227034120734908,0.8750000000000001,Orthodox,2.64,37.0,3.44,56.0,1.95,40.0,83.0,0.6,0,1,0,0,2.5
Edmen Shahbazyan,12,4,0.9487179487179488,0.9023550919453704,0.9036144578313253,Orthodox,3.46,51.0,4.13,43.0,2.17,39.0,63.0,0.6,0,0,0,1,3.0
Brendan O'Reilly,6,3,0.8701298701298701,0.9289242259968677,0.8518518518518517,Orthodox,1.9,47.0,2.77,39.0,2.22,43.0,36.0,0.6,0,0,1,0,2.0
Dong Hyun Kim,22,4,0.961038961038961,0.9289242259968677,0.9382716049382716,Southpaw,2.12,49.0,1.89,58.0,2.93,43.0,71.0,0.6,0,0,1,0,5.5
Hiromitsu Miura,12,7,0.896103896103896,0.9289242259968677,0.8765432098765432,Orthodox,2.12,34.0,2.12,58.0,2.23,50.0,69.0,0.6,0,0,1,0,1.7142857142857142
Stevie Ray,23,9,0.9210526315789475,0.9227034120734908,0.8750000000000001,Southpaw,3.73,44.0,2.93,54.0,0.75,46.0,55.0,0.6,0,1,0,0,2.5555555555555554
Wanderlei Silva,35,13,0.9102564102564102,1.0,0.8915662650602411,Orthodox,2.79,40.0,2.19,60.0,0.97,53.0,62.0,0.6,0,0,0,1,2.6923076923076925
Mike Swick,15,6,0.9480519480519479,0.9289242259968677,0.9506172839506173,Orthodox,2.36,37.0,2.29,54.0,1.06,50.0,61.0,0.6,0,0,1,0,2.5
Dhiego Lima,17,9,0.961038961038961,0.9289242259968677,0.9259259259259259,Orthodox,3.12,39.0,3.88,58.0,1.26,34.0,73.0,0.6,0,0,1,0,1.8888888888888888
Jake Matthews,19,7,0.922077922077922,0.9289242259968677,0.9012345679012345,Orthodox,3.3,45.0,2.56,60.0,1.59,40.0,62.0,0.6,0,0,1,0,2.7142857142857144
Ivan Jorge,27,7,0.9078947368421052,0.9227034120734908,0.9125,Orthodox,3.41,49.0,2.91,59.0,1.56,16.0,75.0,0.6,0,1,0,0,3.857142857142857
Lavar Johnson,18,10,0.8539325842696629,0.3116786440289747,0.9761904761904762,Orthodox,5.39,55.0,2.54,55.0,0.61,66.0,54.0,0.6,0,0,0,0,1.8
Francis Carmont,25,12,0.9615384615384616,1.0,0.9397590361445783,Orthodox,2.22,42.0,1.64,59.0,1.79,36.0,73.0,0.6,0,0,0,1,2.0833333333333335
Lukasz Brzeski,8,4,0.8539325842696629,0.3064964067913076,0.9285714285714285,Orthodox,5.08,48.0,3.46,57.0,0.64,50.0,42.0,0.6,0,0,0,0,2.0
Zak Cummings,25,7,0.923076923076923,1.0,0.9036144578313253,Southpaw,2.96,35.0,2.91,55.0,0.62,28.0,66.0,0.6,0,0,0,1,3.5714285714285716
Albert Duraev,16,5,0.9102564102564102,0.9023550919453704,0.9036144578313253,Orthodox,2.99,40.0,3.01,59.0,1.97,29.0,66.0,0.6,0,0,0,1,3.2
Melquizael Costa,20,6,0.9210526315789475,0.9227034120734908,0.8875000000000001,Southpaw,5.11,45.0,2.53,64.0,1.87,37.0,42.0,0.6,0,1,0,0,3.3333333333333335
Kevin Jordan,11,9,0.8426966292134831,0.31817791393477823,0.896911663216011,Orthodox,2.0,40.0,1.91,55.0,0.0,0.0,77.0,0.6,0,0,0,0,1.2222222222222223
Johil de Oliveira,17,15,0.857142857142857,0.9289242259968677,0.9077441077441077,Orthodox,0.51,34.0,0.73,58.0,1.1,50.0,44.0,0.6,0,0,1,0,1.1333333333333333
Fabio Maldonado,23,11,0.9358974358974358,1.0,0.9036144578313253,Orthodox,5.29,58.0,4.31,53.0,0.44,57.0,61.0,0.6,0,0,0,1,2.090909090909091
Rafael Dos Anjos,32,15,0.8831168831168831,0.9289242259968677,0.8641975308641976,Southpaw,3.52,47.0,3.19,60.0,2.01,35.0,56.0,0.6,0,0,1,0,2.1333333333333333
Alex Oliveira,22,12,0.922077922077922,0.9289242259968677,0.9382716049382716,Orthodox,2.99,51.0,2.55,46.0,2.35,38.0,63.0,0.6,0,0,1,0,1.8333333333333333
Michel Pereira,29,11,0.9358974358974358,0.9023550919453704,0.8795180722891566,Orthodox,5.09,53.0,3.74,58.0,1.56,55.0,94.0,0.6,0,0,0,1,2.6363636363636362
Mac Danzig,21,12,0.8947368421052632,0.9227034120734908,0.8750000000000001,Orthodox,3.39,48.0,3.44,57.0,1.2,37.0,46.0,0.6,0,1,0,0,1.75
Jacob Rosales,13,7,0.9342105263157895,0.9227034120734908,0.925,Orthodox,7.19,46.0,10.66,44.0,1.12,18.0,50.0,0.6,0,1,0,0,1.8571428571428572
Kazuo Misaki,25,11,0.8831168831168831,1.0,0.9077441077441077,Orthodox,2.85,40.0,2.74,63.0,0.72,38.0,51.0,0.6,0,0,1,0,2.272727272727273
Anthony Johnson,22,6,0.9487179487179488,1.0,0.9397590361445783,Orthodox,3.25,47.0,1.83,60.0,2.43,57.0,77.0,0.6,0,0,0,1,3.6666666666666665
Sage Northcutt,11,2,0.9350649350649349,0.9289242259968677,0.8765432098765432,Orthodox,3.58,52.0,1.96,58.0,1.81,34.0,41.0,0.6,0,0,1,0,5.5
Eddie Alvarez,29,6,0.9078947368421052,0.9227034120734908,0.8625,Orthodox,4.32,41.0,4.39,55.0,2.92,36.0,92.0,0.5,0,1,0,0,4.833333333333333
Tom DeBlass,9,2,0.923076923076923,0.9023550919453704,0.9077178278330714,Orthodox,1.5,35.0,4.43,37.0,1.0,50.0,28.0,0.5,0,0,0,1,4.5
Mike Rhodes,10,5,0.9480519480519479,0.9289242259968677,0.9135802469135802,Orthodox,3.2,39.0,4.13,64.0,0.96,33.0,75.0,0.5,0,0,1,0,2.0
Randy Couture,19,11,0.9358974358974358,1.0,0.9036144578313253,Orthodox,2.85,57.0,1.53,59.0,2.78,46.0,58.0,0.5,0,0,0,1,1.7272727272727273
Gilbert Burns,22,6,0.9090909090909091,0.9289242259968677,0.8765432098765432,Orthodox,3.36,48.0,3.34,54.0,1.95,35.0,47.0,0.5,0,0,1,0,3.6666666666666665
Parker Porter,14,9,0.8089887640449438,0.3441463624130329,0.8928571428571428,Orthodox,6.55,50.0,6.32,51.0,1.35,26.0,66.0,0.5,0,0,0,0,1.5555555555555556
Randy Brown,17,5,0.974025974025974,0.9289242259968677,0.9629629629629629,Orthodox,4.38,47.0,3.33,54.0,0.8,39.0,74.0,0.5,0,0,1,0,3.4
Alex White,13,6,0.9473684210526316,0.9227034120734908,0.8875000000000001,Southpaw,3.76,42.0,3.07,60.0,0.92,28.0,71.0,0.5,0,1,0,0,2.1666666666666665
Oli Thompson,17,10,0.8202247191011235,0.31428407822028803,0.896911663216011,Orthodox,1.66,46.0,5.31,46.0,0.0,0.0,50.0,0.5,0,0,0,0,1.7
Gregory Rodrigues,14,5,0.9615384615384616,0.9023550919453704,0.9036144578313253,Orthodox,5.99,55.0,5.67,51.0,2.4,50.0,100.0,0.5,0,0,0,1,2.8
Olivier Aubin-Mercier,11,5,0.9078947368421052,0.9227034120734908,0.8750000000000001,Southpaw,2.48,51.0,2.97,55.0,2.36,33.0,70.0,0.5,0,1,0,0,2.2
Rodolfo Bellato,12,2,0.9615384615384616,1.0,0.9277108433734941,Orthodox,6.47,61.0,5.9,44.0,1.09,25.0,100.0,0.5,0,0,0,1,6.0
Marcel Fortuna,9,3,0.9358974358974358,1.0,0.8915662650602411,Orthodox,3.83,46.0,4.52,64.0,0.45,8.0,75.0,0.5,0,0,0,1,3.0
Scott Smith,18,11,0.923076923076923,0.9023550919453704,0.8433734939759037,Orthodox,1.9,27.0,5.87,50.0,0.12,6.0,58.0,0.5,0,0,0,1,1.6363636363636365
Esteban Ribovics,12,1,0.9210526315789475,0.9227034120734908,0.8625,Orthodox,6.16,52.0,3.4,52.0,0.95,66.0,60.0,0.5,0,1,0,0,12.0
Phil Baroni,15,18,0.896103896103896,0.9289242259968677,0.8888888888888888,Orthodox,2.77,45.0,3.93,40.0,1.46,47.0,60.0,0.5,0,0,1,0,0.8333333333333334
Jorge Gurgel,14,10,0.8815789473684211,0.9227034120734908,0.8625,Orthodox,3.37,32.0,3.62,62.0,0.81,23.0,60.0,0.5,0,1,0,0,1.4
Marcos Rogerio de Lima,21,10,0.8202247191011235,0.32857101955507206,0.8928571428571428,Orthodox,3.61,56.0,2.96,51.0,1.34,47.0,59.0,0.5,0,0,0,0,2.1
BJ Penn,16,14,0.9078947368421052,0.9227034120734908,0.8750000000000001,Orthodox,2.76,48.0,3.2,56.0,1.19,55.0,74.0,0.5,0,1,0,0,1.1428571428571428
Danny Downes,8,3,0.9473684210526316,0.9227034120734908,0.9,Orthodox,1.66,34.0,3.53,37.0,0.0,0.0,37.0,0.5,0,1,0,0,2.6666666666666665
Paul Taylor,11,6,0.9473684210526316,0.9227034120734908,0.9,Orthodox,4.44,47.0,4.47,55.0,0.27,25.0,56.0,0.5,0,1,0,0,1.8333333333333333
Gadzhi Omargadzhiev,13,2,0.9480519480519479,0.9289242259968677,0.8765432098765432,Switch,1.8,39.0,2.2,39.0,1.35,30.0,60.0,0.5,0,0,1,0,6.5
Dongi Yang,13,3,0.8974358974358975,0.9023550919453704,0.8795180722891566,Southpaw,3.55,51.0,3.21,63.0,1.7,41.0,61.0,0.5,0,0,0,1,4.333333333333333
Jacob Malkoun,7,3,0.8846153846153846,0.9023550919453704,0.8795180722891566,Orthodox,3.89,56.0,2.49,50.0,7.2,44.0,0.0,0.5,0,0,0,1,2.3333333333333335
Hacran Dias,23,6,0.8947368421052632,0.9227034120734908,0.8625,Orthodox,2.08,41.0,3.31,55.0,2.5,39.0,76.0,0.5,0,1,0,0,3.8333333333333335
Shungo Oyama,14,19,0.9102564102564102,0.9023550919453704,0.9077178278330714,Southpaw,0.64,25.0,1.96,57.0,1.07,57.0,62.0,0.5,0,0,0,1,0.7368421052631579
Brock Lesnar,5,3,0.8426966292134831,0.3441463624130329,0.9642857142857143,Orthodox,3.53,72.0,2.11,50.0,3.9,55.0,60.0,0.5,0,0,0,0,1.6666666666666667
Antonio Braga Neto,9,3,0.9615384615384616,0.9023550919453704,0.9277108433734941,Orthodox,1.36,33.0,3.92,45.0,3.07,37.0,0.0,0.5,0,0,0,1,3.0
Sammy Morgan,18,12,0.9090909090909091,0.9289242259968677,0.9077441077441077,Orthodox,1.05,22.0,3.74,40.0,1.43,20.0,0.0,0.5,0,0,1,0,1.5
Bernardo Magalhaes,13,4,0.9078947368421052,0.9227034120734908,0.8944944598337952,Orthodox,1.8,27.0,3.37,68.0,0.0,0.0,0.0,0.5,0,1,0,0,3.25
Caol Uno,33,19,0.8815789473684211,0.9227034120734908,0.8750000000000001,Southpaw,1.91,49.0,1.9,50.0,1.95,31.0,37.0,0.5,0,1,0,0,1.736842105263158
Matthew Riddle,8,3,0.9480519480519479,0.9289242259968677,0.9382716049382716,Southpaw,3.01,42.0,2.74,54.0,3.51,50.0,89.0,0.5,0,0,1,0,2.6666666666666665
Igor Vovchanchyn,55,10,0.8717948717948718,1.0,0.9077178278330714,Orthodox,1.59,49.0,0.97,63.0,1.19,66.0,50.0,0.5,0,0,0,1,5.5
SangHoon Yoo,8,2,0.9350649350649349,0.9289242259968677,0.9135802469135802,Orthodox,4.83,65.0,6.11,40.0,0.53,100.0,69.0,0.5,0,0,1,0,4.0
Caio Borralho,15,1,0.8974358974358975,0.9023550919453704,0.9036144578313253,Southpaw,2.73,58.0,1.98,60.0,2.16,63.0,57.0,0.5,0,0,0,1,15.0
Karl Roberson,9,6,0.9358974358974358,1.0,0.8915662650602411,Southpaw,2.57,51.0,2.42,57.0,0.72,40.0,42.0,0.5,0,0,0,1,1.5
John Salter,14,3,0.9358974358974358,0.9023550919453704,0.8915662650602411,Southpaw,1.68,32.0,1.68,68.0,2.85,46.0,66.0,0.5,0,0,0,1,4.666666666666667
Chris Camozzi,24,13,0.9487179487179488,0.9023550919453704,0.9036144578313253,Orthodox,3.57,44.0,2.96,56.0,0.27,19.0,57.0,0.5,0,0,0,1,1.8461538461538463
Ciryl Gane,12,2,0.8539325842696629,0.31817791393477823,0.9642857142857143,Orthodox,5.49,60.0,2.19,63.0,0.58,21.0,50.0,0.5,0,0,0,0,6.0
Hernani Perpetuo,18,5,0.9350649350649349,0.9289242259968677,0.9077441077441077,Orthodox,2.73,29.0,4.37,55.0,0.0,0.0,37.0,0.5,0,0,1,0,3.6
James Zikic,21,10,0.9487179487179488,1.0,0.9077178278330714,Orthodox,1.47,35.0,1.6,44.0,0.5,25.0,74.0,0.5,0,0,0,1,2.1
Mario Sousa,15,3,0.9615384615384616,0.9023550919453704,0.9518072289156627,Orthodox,2.82,50.0,2.99,28.0,0.52,25.0,37.0,0.5,0,0,0,1,5.0
Yuki Kondo,60,33,0.922077922077922,1.0,0.9077441077441077,Southpaw,1.14,42.0,2.57,51.0,0.76,41.0,37.0,0.5,0,0,1,0,1.8181818181818181
Yoshihiro Nakao,9,3,0.8089887640449438,0.2857101955507201,0.896911663216011,Southpaw,1.73,35.0,2.06,64.0,2.69,46.0,0.0,0.5,0,0,0,0,3.0
Nick Catone,10,4,0.923076923076923,0.9023550919453704,0.8674698795180723,Southpaw,2.11,44.0,2.32,63.0,3.71,44.0,83.0,0.5,0,0,0,1,2.5
Julio Paulino,23,5,0.9350649350649349,0.9289242259968677,0.9077441077441077,Orthodox,0.97,27.0,1.87,48.0,0.0,0.0,37.0,0.5,0,0,1,0,4.6
Roger Huerta,23,9,0.9078947368421052,0.9227034120734908,0.8750000000000001,Orthodox,3.64,36.0,2.33,56.0,2.13,46.0,52.0,0.5,0,1,0,0,2.5555555555555554
Yushin Okami,34,12,0.961038961038961,0.9289242259968677,0.9259259259259259,Southpaw,2.06,38.0,2.25,60.0,1.98,39.0,84.0,0.5,0,0,1,0,2.8333333333333335
Natan Levy,8,1,0.9078947368421052,0.9227034120734908,0.8875000000000001,Southpaw,4.01,51.0,3.52,58.0,5.37,57.0,41.0,0.5,0,1,0,0,8.0
Peter Sobotta,17,7,0.9350649350649349,0.9289242259968677,0.9259259259259259,Southpaw,2.14,40.0,2.9,58.0,1.53,32.0,77.0,0.5,0,0,1,0,2.4285714285714284
Louis Cosce,7,2,0.896103896103896,0.9289242259968677,0.8765432098765432,Orthodox,4.31,45.0,5.35,47.0,1.04,20.0,50.0,0.5,0,0,1,0,3.5
Marcelo Golm,6,3,0.8426966292134831,0.3233601511724454,0.8928571428571428,Orthodox,4.27,58.0,4.3,45.0,0.45,50.0,87.0,0.5,0,0,0,0,2.0
Francisco Trinaldo,28,9,0.896103896103896,0.9289242259968677,0.8641975308641976,Southpaw,3.13,45.0,2.67,60.0,0.98,42.0,60.0,0.5,0,0,1,0,3.111111111111111
Tae Hyun Bang,18,10,0.9078947368421052,0.9227034120734908,0.8875000000000001,Switch,2.72,38.0,2.07,66.0,0.49,33.0,57.0,0.5,0,1,0,0,1.8
Hector Lombard,34,10,0.8846153846153846,0.9023550919453704,0.855421686746988,Southpaw,3.02,46.0,3.35,53.0,1.69,48.0,77.0,0.5,0,0,0,1,3.4
Jon Jones,27,1,0.8539325842696629,0.3220717496492685,1.0,Orthodox,4.29,57.0,2.22,64.0,1.93,45.0,95.0,0.5,0,0,0,0,27.0
Marvin Vettori,19,7,0.923076923076923,0.9023550919453704,0.8915662650602411,Southpaw,4.56,45.0,4.24,56.0,1.66,45.0,69.0,0.5,0,0,0,1,2.7142857142857144
Aaron Simpson,12,5,0.9350649350649349,0.9289242259968677,0.9012345679012345,Orthodox,3.6,52.0,2.53,56.0,3.78,34.0,83.0,0.5,0,0,1,0,2.4
Alex Nicholson,7,4,0.9743589743589743,0.9023550919453704,0.9277108433734941,Orthodox,4.12,43.0,4.65,47.0,0.0,0.0,50.0,0.5,0,0,0,1,1.75
Ovince Saint Preux,26,17,0.9615384615384616,1.0,0.963855421686747,Southpaw,2.71,47.0,3.14,46.0,1.15,38.0,66.0,0.5,0,0,0,1,1.5294117647058822
Sean O'Connell,17,9,0.9358974358974358,1.0,0.8915662650602411,Orthodox,5.46,48.0,6.77,45.0,0.0,0.0,30.0,0.5,0,0,0,1,1.8888888888888888
Tetsuji Kato,20,10,0.9203601108033242,0.9227034120734908,0.8944944598337952,Orthodox,1.2,29.0,2.1,70.0,2.0,57.0,80.0,0.5,0,1,0,0,2.0
Bojan Velickovic,15,6,0.9350649350649349,0.9289242259968677,0.9382716049382716,Southpaw,2.18,34.0,2.31,57.0,0.67,25.0,55.0,0.5,0,0,1,0,2.5
Jesse Ronson,21,12,0.9210526315789475,0.9227034120734908,0.8750000000000001,Southpaw,3.54,47.0,3.39,57.0,0.46,28.0,57.0,0.5,0,1,0,0,1.75
James Irvin,17,10,0.9487179487179488,1.0,0.9036144578313253,Orthodox,2.03,48.0,3.86,35.0,0.0,0.0,36.0,0.5,0,0,0,1,1.7
Ronys Torres,35,5,0.8815789473684211,0.9227034120734908,0.8944944598337952,Orthodox,0.87,26.0,1.93,57.0,4.0,47.0,16.0,0.5,0,1,0,0,7.0
Justin Jones,9,2,0.9102564102564102,0.9023550919453704,0.9077178278330714,Orthodox,1.7,36.0,3.17,45.0,1.0,15.0,46.0,0.5,0,0,0,1,4.5
Wallid Ismail,9,3,0.858974358974359,1.0,0.9077178278330714,Orthodox,0.92,31.0,0.83,44.0,1.85,28.0,0.0,0.5,0,0,0,1,3.0
Reza Madadi,14,6,0.9342105263157895,0.9227034120734908,0.9125,Orthodox,2.51,46.0,3.31,66.0,3.17,33.0,89.0,0.5,0,1,0,0,2.3333333333333335
Tony Fryklund,14,9,0.923076923076923,0.9023550919453704,0.9077178278330714,Orthodox,3.49,39.0,6.5,43.0,0.0,0.0,66.0,0.5,0,0,0,1,1.5555555555555556
Kevin Holland,25,10,0.974025974025974,0.9289242259968677,1.0,Orthodox,4.39,49.0,3.22,51.0,0.78,38.0,53.0,0.5,0,0,1,0,2.5
Dan Cramer,11,4,0.961038961038961,0.9289242259968677,0.9077441077441077,Orthodox,0.97,30.0,2.1,31.0,0.0,0.0,66.0,0.5,0,0,1,0,2.75
Akihiro Gono,35,21,0.8701298701298701,0.9289242259968677,0.8395061728395061,Switch,2.18,48.0,2.67,63.0,1.01,84.0,46.0,0.5,0,0,1,0,1.6666666666666667
Rafael Natal,21,9,0.923076923076923,0.9023550919453704,0.9277108433734941,Orthodox,3.1,47.0,2.48,57.0,2.55,34.0,77.0,0.5,0,0,0,1,2.3333333333333335
Cezar Ferreira,13,8,0.9358974358974358,0.9023550919453704,0.9397590361445783,Southpaw,1.9,42.0,2.44,53.0,2.69,53.0,84.0,0.5,0,0,0,1,1.625
Hiroshi Izumi,4,2,0.9392728849250589,1.0,0.9077178278330714,Orthodox,1.95,37.0,2.65,66.0,3.35,70.0,100.0,0.5,0,0,0,1,2.0
Yohan Lainesse,9,2,0.9480519480519479,0.9289242259968677,0.9382716049382716,Orthodox,2.34,42.0,3.44,59.0,1.0,28.0,80.0,0.5,0,0,1,0,4.5
Serghei Spivac,16,4,0.8426966292134831,0.3376470925072294,0.9285714285714285,Orthodox,3.54,49.0,3.79,49.0,4.56,64.0,70.0,0.5,0,0,0,0,4.0
Hector Ramirez,10,6,0.923076923076923,1.0,0.9077178278330714,Orthodox,2.27,41.0,4.6,56.0,2.3,55.0,66.0,0.5,0,0,0,1,1.6666666666666667
Ronny Markes,17,5,0.9358974358974358,0.9023550919453704,0.9036144578313253,Orthodox,2.17,53.0,2.43,45.0,3.13,40.0,100.0,0.5,0,0,0,1,3.4
Jeff Joslin,5,3,0.9350649350649349,0.9289242259968677,0.9077441077441077,Orthodox,2.17,39.0,1.57,65.0,0.5,33.0,64.0,0.5,0,0,1,0,1.6666666666666667
Stefan Sekulic,12,4,0.9350649350649349,0.9289242259968677,0.9259259259259259,Southpaw,1.83,50.0,2.83,64.0,2.0,33.0,25.0,0.5,0,0,1,0,3.0
Sedriques Dumas,9,1,0.9487179487179488,0.9023550919453704,0.9518072289156627,Orthodox,1.88,49.0,2.01,56.0,0.77,50.0,40.0,0.4,0,0,0,1,9.0
Cathal Pendred,17,4,0.9480519480519479,0.9289242259968677,0.9259259259259259,Orthodox,2.49,44.0,3.01,55.0,2.46,23.0,83.0,0.4,0,0,1,0,4.25
Anshul Jubli,7,1,0.9473684210526316,0.9227034120734908,0.8625,Switch,6.48,46.0,5.61,51.0,0.82,18.0,63.0,0.4,0,1,0,0,7.0
Tsuyoshi Kohsaka,27,19,0.7977528089887641,0.29220946545652365,0.896911663216011,Orthodox,1.88,38.0,4.41,54.0,1.32,20.0,33.0,0.4,0,0,0,0,1.4210526315789473
Daijiro Matsui,13,29,0.8846153846153846,0.9755887729863426,0.9077178278330714,Orthodox,0.84,45.0,1.69,55.0,1.83,30.0,43.0,0.4,0,0,0,1,0.4482758620689655
Steve Garcia,14,5,0.9473684210526316,0.9227034120734908,0.9375,Southpaw,4.85,56.0,2.61,46.0,1.51,44.0,94.0,0.4,0,1,0,0,2.8
Jimi Manuwa,17,6,0.9358974358974358,1.0,0.9518072289156627,Orthodox,3.43,54.0,3.97,49.0,0.53,18.0,70.0,0.4,0,0,0,1,2.8333333333333335
Andrei Semenov,34,9,0.923076923076923,0.9023550919453704,0.9077178278330714,Orthodox,0.78,15.0,2.44,60.0,1.74,80.0,55.0,0.4,0,0,0,1,3.7777777777777777
Brendan Schaub,10,5,0.8539325842696629,0.31817791393477823,0.9285714285714285,Orthodox,2.92,37.0,2.22,57.0,2.32,46.0,72.0,0.4,0,0,0,0,2.0
Evangelista Santos,21,18,0.9090909090909091,0.9289242259968677,0.9382716049382716,Orthodox,3.94,36.0,6.01,49.0,0.78,100.0,50.0,0.4,0,0,1,0,1.1666666666666667
Christos Giagos,20,11,0.9210526315789475,0.9227034120734908,0.8875000000000001,Orthodox,2.98,42.0,2.95,51.0,2.93,37.0,52.0,0.4,0,1,0,0,1.8181818181818181
Hu Yaozong,3,3,0.9615384615384616,0.9023550919453704,0.8674698795180723,Orthodox,3.35,48.0,5.09,35.0,0.0,0.0,33.0,0.4,0,0,0,1,1.0
Andrews Nakahara,5,4,0.9358974358974358,0.9023550919453704,0.9077178278330714,Orthodox,2.68,44.0,1.9,57.0,0.0,0.0,72.0,0.4,0,0,0,1,1.25
Roque Martinez,15,8,0.7865168539325843,0.3246771838405818,0.8571428571428571,Orthodox,3.28,53.0,4.9,56.0,0.38,50.0,53.0,0.4,0,0,0,0,1.875
Daniel Cormier,22,3,0.7977528089887641,0.3051793741231712,0.8571428571428571,Orthodox,4.25,52.0,2.92,54.0,1.83,44.0,80.0,0.4,0,0,0,0,7.333333333333333
Hirotaka Yokoi,11,5,0.9102564102564102,1.0,0.9077178278330714,Orthodox,1.52,33.0,3.42,38.0,1.87,41.0,66.0,0.4,0,0,0,1,2.2
Alexander Gustafsson,18,8,0.9871794871794872,1.0,0.9518072289156627,Orthodox,4.03,40.0,3.53,51.0,1.53,39.0,83.0,0.4,0,0,0,1,2.25
Rodrigo Gracie,6,2,0.9350649350649349,1.0,0.9077441077441077,Orthodox,1.34,51.0,0.86,46.0,1.49,50.0,75.0,0.4,0,0,1,0,3.0
Kevin Casey,9,5,0.9102564102564102,0.9023550919453704,0.9277108433734941,Southpaw,2.27,53.0,3.76,46.0,0.79,22.0,27.0,0.4,0,0,0,1,1.8
Chael Sonnen,29,15,0.9358974358974358,1.0,0.8795180722891566,Southpaw,3.08,43.0,1.1,62.0,3.81,59.0,66.0,0.4,0,0,0,1,1.9333333333333333
Dylan Andrews,18,7,0.9358974358974358,0.9023550919453704,0.8915662650602411,Switch,2.21,50.0,2.72,46.0,2.83,50.0,57.0,0.4,0,0,0,1,2.5714285714285716
Josh Samman,13,4,0.9615384615384616,0.9023550919453704,0.9518072289156627,Orthodox,2.08,52.0,2.47,34.0,1.09,33.0,33.0,0.4,0,0,0,1,3.25
Luke Barnatt,13,4,1.0,0.9023550919453704,0.9277108433734941,Orthodox,4.43,36.0,3.87,59.0,0.63,42.0,63.0,0.4,0,0,0,1,3.25
John Cholish,8,3,0.9342105263157895,0.9227034120734908,0.925,Orthodox,2.65,49.0,2.29,73.0,1.82,31.0,78.0,0.4,0,1,0,0,2.6666666666666665
Benji Radach,21,7,0.8974358974358975,0.9023550919453704,0.9077178278330714,Orthodox,2.62,49.0,2.31,51.0,1.06,41.0,71.0,0.4,0,0,0,1,3.0
Rory MacDonald,19,4,0.9350649350649349,0.9289242259968677,0.9382716049382716,Orthodox,3.75,42.0,2.8,62.0,1.77,47.0,88.0,0.4,0,0,1,0,4.75
Evan Elder,8,2,0.9210526315789475,0.9227034120734908,0.9,Switch,4.75,48.0,5.0,57.0,0.74,22.0,28.0,0.4,0,1,0,0,4.0
Ryan Bader,23,5,0.9487179487179488,1.0,0.8915662650602411,Orthodox,2.82,43.0,1.39,71.0,3.37,44.0,80.0,0.4,0,0,0,1,4.6
Rob Emerson,18,12,0.9078947368421052,0.9227034120734908,0.8750000000000001,Orthodox,2.5,30.0,2.83,64.0,2.02,52.0,65.0,0.4,0,1,0,0,1.5
Magomed Mustafaev,14,4,0.8947368421052632,0.9227034120734908,0.8875000000000001,Orthodox,2.59,58.0,2.68,41.0,3.31,50.0,23.0,0.4,0,1,0,0,3.5
Sergio Moraes,14,6,0.9350649350649349,0.9289242259968677,0.8888888888888888,Orthodox,2.42,42.0,3.73,59.0,1.2,38.0,75.0,0.4,0,0,1,0,2.3333333333333335
Abel Trujillo,15,8,0.8947368421052632,0.9227034120734908,0.8750000000000001,Orthodox,2.65,41.0,2.31,59.0,2.18,45.0,40.0,0.4,0,1,0,0,1.875
Kazula Vargas,12,5,0.8947368421052632,0.9227034120734908,0.8875000000000001,Southpaw,3.65,53.0,1.77,57.0,0.4,25.0,30.0,0.4,0,1,0,0,2.4
Dominick Reyes,12,4,0.9743589743589743,1.0,0.9277108433734941,Southpaw,4.75,50.0,3.77,48.0,0.36,28.0,80.0,0.4,0,0,0,1,3.0
John Marsh,8,7,0.8089887640449438,0.3441463624130329,0.896911663216011,Orthodox,0.83,42.0,2.23,40.0,0.43,100.0,54.0,0.4,0,0,0,0,1.1428571428571428
Genaro Valdez,10,3,0.9078947368421052,0.9227034120734908,0.9,Orthodox,4.08,30.0,7.16,48.0,1.54,44.0,36.0,0.4,0,1,0,0,3.3333333333333335
Lyoto Machida,24,8,0.9358974358974358,0.9023550919453704,0.8915662650602411,Southpaw,2.59,53.0,1.57,61.0,1.21,65.0,75.0,0.4,0,0,0,1,3.0
Paul Buentello,35,17,0.8314606741573034,0.31817791393477823,0.9166666666666666,Orthodox,3.29,45.0,3.83,52.0,0.19,33.0,39.0,0.4,0,0,0,0,2.0588235294117645
Maurice Greene,9,7,0.8876404494382022,0.3350702894608756,0.9523809523809522,Orthodox,3.28,45.0,3.61,45.0,0.0,0.0,27.0,0.4,0,0,0,0,1.2857142857142858
Antonio Schembri,5,5,0.8846153846153846,1.0,0.9077178278330714,Orthodox,0.72,26.0,2.12,55.0,1.31,40.0,0.0,0.4,0,0,0,1,1.0
Mark Kerr,15,11,0.8426966292134831,0.3454633950811693,0.896911663216011,Switch,0.28,41.0,0.89,28.0,2.92,77.0,0.0,0.4,0,0,0,0,1.3636363636363635
Hiromitsu Kanehara,19,27,0.8974358974358975,0.9755887729863426,0.9077178278330714,Orthodox,0.76,22.0,4.39,40.0,0.0,0.0,40.0,0.4,0,0,0,1,0.7037037037037037
